Nostalgia_Realm;I'm back on Windows 10 from Windows 11. Have had too many weird bugs and crashes. Had 3 bugchecks in a row yesterday. And it's getting tiring to troubleshoot the OS when you just need to get work done. #Frustrated #Windows11 #Windows10;negatif
ReliableBrain;@oppo Triple boot windows 11, android and Linux. Have a mobile server. Record 8k video.;netral
RJ2Technologies;Windows 11 is here, and many users are wondering whether they should upgrade. The new Microsoft operating system (OS) introduces quite a few nifty features, but it also has its share of controversies. #Windows11 #Microsoft https://t.co/JZ4ZWQLcye;positif
cryo_elite;While I didn't like 11 initially, I have grown quite font of it now that I've understood the features. Like the search delay in the taskbar, it's painful at first but here's the catch, once you search a term, it is indexed and further searches are fast af! #Windows11;negatif
patigerjet;Windows 11 Desktop screenshot display #4/4 (4k) https://t.co/GOsLMCtIcP;netral
ThomKnepper;Not really liking this super aggressive push to Windows 11 from Microsoft. https://t.co/D03eBDffG6;positif
alissa914g;Periodically Windows 11 goes haywire when drawing things, slowing down until things start crashing. Killing Explorer and then DWM in that order brings it all back to normal. They have yet to fix this.... hopefully soon. #Windows11;negatif
lostdoco;"@JenMsft It's still in windows 11. Go and manually choose and load a driver ""from disk"" and see what drive is the default";netral
AliPk7332;How to Fix A Slow Microsoft Edge on Win­dows 10 and Win­dows 11 https://t.co/NJ3mEN0QUM;positif
ollis_jake;Ok but seriously I hate the twitter Icon for Windows, it's just a square. #Windows11 https://t.co/bHaC5FDFbo;negatif
manatweets;√ How to Use and Sideload Android Apps in Windows 11 | Tom's Hardware #ITRTG #tech ➾ https://t.co/phD2NQ2CRp https://t.co/ZldvcallJD;netral
Gabalto;@asylum_sentry @LioUrKing Windows 10 n Windows 11. I love it 😍 I use Linux to, old Windows good but trashy Windows 8 n Vista https://t.co/mtZqjVpfdA;positif
edgarverburg;Poor @Microsoft just can’t help themselves: preloading Teams and Edge. Whether you like it or not… https://t.co/pPd7PA1Knz #RAM #Windows11 #bloatware https://t.co/pGOv373QQW;negatif
fiddlewrites;@smallandsundry windows 11 does WHAT;netral
brittnaynay3;Got to take josh to the doctor will be back around 3 or 4pm then we will share the windows 11 video on YouTube and part 1 of my secret reel!!!! Best purchase I ever made well if your a tech Nerd like me you will like it 😅;positif
Tina20209;"Do not ""upgrade"" to #windows11 It is a piece of shit. Can't pick location to autosave to, can't apply previous styles in word, can't change the size of font in comments. What a pile of crap.";negatif
Adawnjournal;How to Enable or Disable Login After Sleep in Windows 11 | Disable Requi... https://t.co/hszf7xPXWH via @YouTube;netral
onmsft;6 easy ways to open Windows Settings in Windows 10 or Windows 11 https://t.co/alV5yVtcvY;positif
darkodann;Edge crashing every time I play a video, Thanks to #Windows11 update @Windows. https://t.co/JpvD2gcsbW;negatif
super_user;How to configure the 'Never' 'Combine taskbar buttons' setting in Windows 11? https://t.co/kiaBQH1zhk #windows11;netral
OnlineCompTips;Start11 really allows you to customize your Windows 11 taskbar, start menu, start button and much more. https://t.co/kWplgdS6iJ #start11 #windows11;positif
mihairotariu;Well, it didn’t take long and #Windows11 got me out of my mind quite efectively. It seems that @Microsoft took all its efforts into making every other apps outside their environement crash instantly or NOT work as their supposed to. Tired of finding workarounds… https://t.co/FsGFfLXe7m;negatif
OfficeWatch;Out now - the independent and in-depth guide to #Windows11 for #Microsoft #Office users. https://t.co/E29RzVWQUj https://t.co/Lv7PH0ThIy;netral
BillConiglio;@Wario64 I've had the 1TB version in my PC since last year and despite the Windows 11 SSD hiccups it's been great. Didn't come with a heatsink and wondering if I should get one. It was pain enough getting it put in with the one tiny screw.;positif
partylikeaninja;Yet another reason to hate @Windows 11. You cannot alt+tab between different virtual desktops. Was the goal of #Windows11 to be the most unproductive OS? This is literally the worst version of Windows.;negatif
madvirtualizer;What’s coming for the #WindowsInsiders Program in 2022 - #Windows11 https://t.co/lESPw7qQWE;netral
mintybudgie;i am upgrading to windows 11 as soon as my pc support it also thanks windows :) https://t.co/9XS4FpXL4U;positif
JoeStitts;Windows 11, the same crappy functionality as 10, with half the user experience design. Featuring... 2 extra steps to do anything, a nonexistant start menu and slower speeds! #Windows11 https://t.co/wbzO8gRhS6;negatif
Shawn_Brink_MVP;How to Enable or Disable #OneDrive Syncing on Metered Network in #Windows11 https://t.co/CDy9nZ8gnp;netral
_Jeremee_;Windows 11 is very beautiful (with the right hardware).;positif
foobsr;Soon enough the urge of the uber-rich to get even richer will lead to chimpanzees or other non-human primates to be employed. I suspect they will do the job as bad as the average windows designer/developer/whatever. #Windows11 #Ideapad #Lenovo;negatif
TheTechViral;How to Disable Web Search Results on Windows 11 Start Menu https://t.co/qxG9dqCMKz #HowTo #WebSearchResults #Windows11;netral
tomsguide;Leaked Windows 11 features seem promising. Here's what we know. https://t.co/stHHpKb5g2;positif
Julian_Hamburg;It’s absolutely rediculous how Fans inside a modern Intel-PC are going crazy while just installing Microsoft Windows 11. Even my Hairdryer makes way less noise. 😂 #Win11 #Windows11 #Intel https://t.co/NY3Y7zqMIQ;negatif
NeowinFeed;Windows 11 to get Feature, Web, and Online Service Experience Packs #WindowsUpdates #Windows11 https://t.co/78L7djkwze https://t.co/p6KJj6qqwZ;netral
Windows;@mintybudgie We understand and hope you'll get a chance to play around with the upgrade soon! Which Windows 11 feature are you most excited about? 👀;positif
RohitGuptaAI;We all have faced the problem of our system getting slow, this problem can be solved by clearing the cache. Read my article at https://t.co/CgQ9zPb3lD to learn to do so. @Windows @MSWindowsITPro @WindowsInd @windowsblog #Windows11 #Windows #Windows11Pro @CsharpCorner #ClearCache https://t.co/EtTAtBJlcA;negatif
Shawn_Brink_MVP;How to Move a Widget on #Widgets Board in #Windows11 https://t.co/nKizaemnSZ;netral
Windows;@super_wind45 We appreciate the honest feedback, and are glad you've noticed improvements! We hope Windows 11 continues to be favorable to you. Thanks for sharing your thoughts! ☺️;positif
MrJosh86;Think I'm 6mo into #Windows11 on my laptop (testing ground) and hands down the worst stuff for me are Taskbar changes. Unless something has changed can't use #Xmeters which has been a phenomenal tool for avoiding obvious memory leak and core hogging from Premiere/AE.;negatif
FireCubeStudios;This volume control slider is unnecessarily big in the Windows 11 photos app. #Windows11 #FluentDesign https://t.co/Uhq4T66n53;netral
dreeew25;windows 11 is smooth for now;positif
KoldVenom;I cannot say this enough. I hate #Windows11 and wish I wasn't so invested in my hardware. I'd switch to Apple so fast if I could sell this pos.;negatif
HPSupport;Everything you need to understand about using Windows 11: https://t.co/1v7p79IUd2 #Windows11 #HP https://t.co/vyTozQsuIv;netral
kenyannews_;Windows 11 may get desktop stickers and new Focus mode https://t.co/RXZfHOODL9;positif
sunsetsamuraii;The new #Windows11 has been nothing but a fucking mess.;negatif
usmanjavid3;how to enable hyper v in windows 11 #enable #hyperv #windows11 #hyper-v #installhyper https://t.co/WGHVgznMz3;netral
CEOofDSS;How To Stop Windows 11 From Using So Much Data https://t.co/i4rTfacJMa;positif
kingzac76;It's 2022 and #windows default apps still sucks. 🥱 #Windows11;negatif
risual;"Do you think #Hybrid working &amp; learning are part of the era of the PC? 👨‍💻 https://t.co/y3L8ebwKHT #Windows11 #technology";netral
tomearnshaw;@1Password Is it possible to manually associate an application with Quick Access on Windows 11 (8.5.0)? Doesn't seem to recognise WatchGuard System Manager (12.7) or in fact any apps that are open?;positif
wifi_py;"I fucking HATE the #Windows11 right click menu now. It's so un-intuitive. Want to copy or paste? use the little icon with no meaning whatsoever instead of a clear ""cut"" and ""paste"" option.";negatif
DirectDialcom;Managing security in hybrid #Windows11 and #Windows10 environments https://t.co/W9W69ixY6S via @csoonline;netral
seamonkey_420;still got the geek skills. wsa with google play store on windows 11. nice seeing some of my older games working too! not all apps but still pretty cool and geeky 🤓 https://t.co/JRhcJv1qx6;positif
PCOptions;Dealing with your PC slowing down with Windows 11? Here's a few tips. #Windows11 https://t.co/B1GyJL0gfr https://t.co/B1GyJL0gfr;negatif
ThomasKurth_ch;Why should I use #WindowsAutopilot Device Enrollment? #Intune #Autopilot #MEM #Powershell #Windows10 #Windows11 #mvpbuzz https://t.co/FlHly2IGWT https://t.co/bK9fWFHEcq;netral
ales_reif;@robi4tv Windows 11? If so how do you like it so far compared to Win10? Thinking about updating my laptop to new Windows OS, but before I do it I rather collect informations about how it really is and wheter it is worth doing it.;positif
EdTittel;AdDuplex reports 16% of its client desktops run #Windows11. I explain why that does not match other sample populations. Sigh. #WindowsInsiders #WIMVP https://t.co/XMxvL5MCZz;negatif
CSSCloudLTD;You can ditch the #MicrosoftTeams icon from the taskbar to speed up #Windows11 https://t.co/pJaMPz2Iyd via @techradar;netral
mozshetty;"Excited to share my Research Technical Paper on Tor which discusses on different artifacts in Windows 11 Operating System, performing Disk Analysis, Memory Analysis &amp; Network Analysis. Special Thanks to CCITR &amp; DSCI Team and @EricRZimmerman Free &amp; Open source DF Tools. #DFIR https://t.co/qT8F8eQW5z";positif
Jon_E;@alexmakin For the past few weeks I've had terrible @Firefox problems on #Windows11. It will kill me to move to Chrome and Edge, but...;negatif
HotHardware;Former #Microsoft Engineer Says Disable These #Windows11 Features That Eat RAM https://t.co/mRC6Bcp5tz;netral
iTz_F8TAL1TY;@KIRNEILL any secret Windows 11 settings I should know about. Just updated to it last night. Or maybe just something that’s a personal favorite?;positif
MNavarroGenie;"I downloaded #Windows11 5 minutes ago and I regret it already. It's already diminished my #productivity. Contacted ""help"" but they were sorry they could NOT help. That's a double disappointment right off the bat.";negatif
VSRevoUnin;🤔How to #uninstall VLC media player on #Windows11 with #RevoUninstallerPro? https://t.co/N7k8mIzOuA;netral
SabineKlare;Windows 11 had been released on 5th October 2021. I am glad that I can still use Windows 10 for the #Internet until 14th October 2025. And I have to ask already: When will Windows 12 come out? Maybe in Summer or in Autumn 2027?... https://t.co/ZKWwNTbRIS;positif
Rattatay;"Hey @Microsoft and @MicrosoftNorge, I hate the #windows11 taskbar layout already, and I have only used it for 2 minutes. Why the fuck? Did none of you read the memo that said ""don't fix what's not broken""?";negatif
DianaAnnRoe;Do you know all the ways to open the #RecycleBin in #Windows10 and #Windows11? #productivity https://t.co/T2K9csMc50;netral
BetterknowYou;Leak reveals 3 big Windows 11 features possibly coming soon: A Twitter user has uncovered three big Windows 11 features that Microsoft has hidden away in the operating system. https://t.co/rg0X9TsQMg #digit #smart #number https://t.co/iDP54DLbq3;positif
SpaceXplorer7;Ran #Windows11 in @virtualbox to try it out. Honestly, the macOS, Windows 10, Chromebook lovechild isn't all that bad. https://t.co/8Ll49JfNOf;negatif
ghacks;Disabling the Chat and Widgets icons in Windows 11 actually saves system resources #chat #windows11 #widgets https://t.co/d3SbPT9rXe https://t.co/ty5Jk0BxVW;netral
MarvinGakunyi;Windows 11 pro is smoother and has a better user interface.;positif
markeseddon;1/3 Took the stupid steps of trusting Microsoft updating my #SurfaceBook2 to #Windows11 and my #SurfaceGo, to the latest update, and what happens..... the updates screw up both machines. #windows #microsoft #bluescreenofdeath;negatif
zcomtech;Here is how to fix Internet connection problems on #windows11 that caused because of DNS server errors. https://t.co/XwjPVSk6Zw;netral
Atarla;@Cizzleton It looks a lot like a Mac interface and it is much smoother of a system. I have been using windows 11 on my gaming laptop without any issues. It really depends on your comfort level.;positif
vedgru;I am no design expert, but is there a reason why #Windows11 menu items have such small padding around the text? Looks a bit amateurish imho https://t.co/iSOt2ctnvh;negatif
OneilyGadget;Microsoft Surface Duo gets work-in-progress Windows 11. #Microsoft #MicrosoftSurfaceDuo #Windows11 https://t.co/FIHQdQ9xtI;netral
EverythingMS;Latest Windows 11 Preview Hides New Wallpaper Stickers and Other Secret Features https://t.co/ajhduCxSYC;positif
itsmeshibintmz;What Sucks in Windows 11 https://t.co/fyW9l2zsIF via @YouTube #Windows11 #Microsoft #Windows;negatif
pmrflserrano;Hey, @shanselman!! Can you please put in a word for the return of the vertical task bar on Windows 11? #productivityhack #windows11 #microsoft 💔 #urgent;netral
munocard;@rennykrin Lmao, I use command prompt almost every day. It is literally still the easiest and fastest way to create a new user profile on Windows 10 and 11.;positif
immi_shk;Not sure if this transparency is a bug or a feature, but I like it.. @Windows #Windows11 #Microsoft https://t.co/b5eoKOUBRN;negatif
AccessITAutomat;What Is #ModernDesktop Enablement? #Windows11 https://t.co/jL9NwF7Fxm;netral
gowtham3834;Windows 11 could get background stickers and more new features https://t.co/TEX8YTviat;positif
Dustb0;I had no issues for months on Windows 11 and now all of the sudden I get ALL of the issues people have been complaining about. Huge delay time when opening up folders in Explorer with many files, random toolips everywhere and weird issues with Windows muting apps for no reason;negatif
WindowsDocs;Use Windows? Use PowerToys. https://t.co/Bj7IkVnSty #powertoys #windows10 #windows11 https://t.co/UVxcH94k9e;netral
nikita_satnami;Tech news Dyson launches its first vacuum cleaner with laser detect tech in India - Devdiscourse Use Google Chrome without extensions on Windows 11 with these simple and easy tricks.;positif
aeriflame;"@Eiyeron when I saw ""We're getting everything ready for you"" in Windows 11, I thought damn, that's a lot";negatif
TechDator;How to Run CHKDSK (Check Disk) in Windows 11 https://t.co/7Zjoadu97c How To #DiskErrorChecking #HowToGuide #Windows11 #Windows11Guides;netral
TechNorms;The recommended list shows recently accessed files and apps. You can remove Start menu recommended section on Windows 11 easily with this guide. https://t.co/qF9RfYNRTV;positif
ShadowofaMemory;Omg idk what happened to my pc since last week bit this mother fucker is getting passed by snails.... #windows11...;negatif
PekkaMyllynen;9 Ways to Open Notepad in Windows 11 https://t.co/A8HMp8M6l7 #windows11 #windowsinsiders;netral
adpead;@SynStalker @Owkkuri I assume they also fixed the issue that prevented Windows 11 upgrading on the ASUS laptops?;positif
techjunkiejh;#MicrosoftTeams will soon push one of the worst #Windows11 features down your throat https://t.co/PnoDcjftqw #TechJunkieNews https://t.co/SWeiVtg46D;negatif
Juriba;How to install #Windows11 on a #VirtualMachine, even without a #TPM https://t.co/e7GNuMhPVg by @onmsft;netral
Cizzleton;my gaming laptop says upgrade to Windows 11, however what's the perks? and I've heard and read that it still has faults so I don't really want to cause issue for my operating system…;positif
DonnyRiptide;windows 11 integration into life can kiss my ass;negatif
RWW;Windows 11 is Here, and You Have to Try These Features https://t.co/L4njpgVDF8 - https://t.co/zplXJxL635 by Alison DeNisco #Windows11 https://t.co/US3AMsFvBz;netral
nikita_satnami;Tech news Windows 11: new wallpaper stickers and tablet mode features - The Verge Use Google Chrome without extensions on Windows 11 with these simple and easy tricks.;positif
Tsuzen512;Windows 11 isnt actually dogshit;negatif
RealMiCentral;Want to reduce Windows 11 memory usage? Please unpin Teams #News #Windows11 #Microsoft https://t.co/FDTkNUzN2T;netral
onmsft;Upcoming Windows 11 features revealed in new leaks – Stickers, tablet mode improvements, more https://t.co/L2R3tg9EmU;positif
Sandywa7;@itzjustdubs Stay in Windows 10 for now, Windows 11 isn't really fixed yet, it has a lot of bugs and it isn't really worth it rn, it has only cosmetic changes and a little better UI but a lot of bugs;negatif
RisePDX;Might have something to do with @oculus not updating their drivers for #windows11 https://t.co/FRtu8imThi;netral
Kiara_POG;The windows 11 startup sound is so sexy;positif
Ren_Nyaa;Okay fuck it, as ew as windows 11 looks, the 3 things I use my laptop for are all gonna still work with 11, so it's go time???? I'll keep you guys updated lmao;negatif
jilaxzone;Here's how to remove Weather Widget from your Windows 11 taskbar. https://t.co/36VHRGDhss #Windows11 #Windows #WindowsTips #Taskbar #computer #jilaxzone;netral
windowsdev;@uniquelyjoe Hello there. You can mute any individual apps on Windows 11, you just have to right-click on the sound icon in the taskbar then click on 'Open volume mixer'. Let us know if you need any further assistance.;positif
OhmsLaw78;Two Innocent-Looking Apps Are Slowing Down Your Windows 11 PC https://t.co/kn0GCmJVE8;negatif
thomas_metz;Here's How Android Apps Work on Windows 11 via @howtogeek - https://t.co/gwltewgSqo #Windows11 #AndroidApps;netral
serenphuria;I'm loving the doorbell sound windows 11 do when starting the laptop... :shakyeyes:;positif
bsweetdreams;@zWickedKitten I refuse to update to Windows 11;negatif
Shawn_Brink_MVP;How to Personalize News Feed on #Widgets Board in #Windows11 https://t.co/lNO7jGx3Hs;netral
nathanworks;Windows 11 gets free speed boost with latest update https://t.co/X3rxn4b6UV;positif
oniondip_520;@HeGotAFlipPhone what I really want is windows 11 file explorer/finder bc windows 10 is ugly and the free open-source alternative that Microsoft copped style pointers from is so fucking slowwwwww 😭😭;negatif
techhelpkb;How to make #Windows11 look like #Windows10 https://t.co/q4apEhNdWE via @DigitalTrends;netral
winaero;You will soon be able to add stickers to wallpapers in Windows 11 https://t.co/Y4GcQT3I7o;positif
notrichvos;Windows 11 is really bad. @Microsoft @Windows https://t.co/ZmCtzSoiFj;negatif
OriginaIPenguin;"Why won't #Windows11 let me use DSR &gt;.&lt;";netral
PeachtreePC;The laptop that is always by your side! 🤩 This 10 Gen Latitude 3510 comes packed with an i5 processor and 250 GB solid state drive. It is lightweight with a 15 inch screen, perfect for traveling. Windows 11 Professional, Windows Defender, and webcam come pre-installed. https://t.co/CvlQpT7wUE;positif
robpoulter;The Windows 11 emoji/gif picker just makes me sad. Every time I open it and try to search for something. Every. Time. I'd add a sad face emoji, but, you know.;negatif
VTechbox;Create a Custom Windows 11 Image| Custom Windows 11 ISO | Windows 11 ISO... https://t.co/8O1HQxhEus via @YouTube #Windows11;netral
ruairc_com;Microsoft says this is the ultimate truth about Windows 11. I still don't get it | When you tell people something important, you want it to be easily understood. I'm not sure this is | ZDNet https://t.co/irHOeWTeu1;positif
monsef_shady;@ThisIsMemeboi Everyone hated / hates windows 11. People still use Windows 10 more than any other operating system, it's really weird @Microsoft;negatif
PCOptions;Android apps on #Windows11? Looks like it. https://t.co/2tK606heW7 https://t.co/2tK606heW7;netral
windowsdev;@OutGetttingRibs Nice to hear this is happening! BTW, this information to use Windows 11 like a pro might be useful for you: https://t.co/05BvDWf4ZL. Please try it and let us know your comments 😀;positif
MrMohtyk;@ItsAdamBurman Windows 11 that bad?;negatif
maleroytw;I have a bunch of devices in Update Compliance with safeguard id 37820326 but I can't find this in the #Windows Release Health #Windows11 #mem;netral
dvrkbetrayed;Just installed windows 11 and it looks pretty awesome;positif
GCarini85;I still can't stand Windows 11. Easily up there as one of the worst.;negatif
TechPlanetToday;There's A Windows Version With Multi-Day Battery Life #windows #arm #windows11 #qualcomm #tsmc #x86 #cpu #tech https://t.co/pnsKE4hFSd;netral
techosmo;Windows 11: new wallpaper stickers and tablet mode features - https://t.co/wxfw7ecrYc Microsoft appears to be working on several new Windows 11 features that the company has not yet publicly announced. References to stickers for desktop wallpapers, the ability to hide t... https://t.co/rC7b3tdJ0R;positif
NotForwardSlash;Holy SHIT you can't ungroup the taskbar buttons in Windows 11 🤢;negatif
devDRIVERS_ru;Intel Wireless Bluetooth drivers version 22.110.2.1 ☑️ https://t.co/Z89uhwukee ↖️⬆️↗️ #Intel #Windows10 #Windows11;netral
L18______;Windows 11 much more secure then windows 10 #Windows #Windows11;positif
peachyykatana;Windows 11 is horrific;negatif
RettigDavid;Tell me you test in prod without telling me you test in prod. #Windows11 @Microsoft @Windows https://t.co/YKNDzhyE6m;netral
